"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"PTK7"	9.31442762859994e-18	0.201165080600706	0.676	0.475	2.17734060246152e-13	"5"	"PTK7"
"HILPDA"	1.02161341833385e-17	0.387077517435894	0.402	0.246	2.3881235266972e-13	"5"	"HILPDA"
"CPE"	1.08055871624021e-17	-0.424228440893291	0.704	0.756	2.52591405508311e-13	"5"	"CPE"
"DAD1"	1.09569423392594e-17	0.265607720250346	0.94	0.858	2.56129484122527e-13	"5"	"DAD1"
"PPAP2B"	1.45258723609729e-17	-0.578138510379329	0.381	0.523	3.39556792310103e-13	"5"	"PPAP2B"
"SLC46A3"	1.66777702794271e-17	0.311654182403102	0.357	0.215	3.89859558051887e-13	"5"	"SLC46A3"
"LAMTOR4"	1.78016634979387e-17	0.274265160258994	0.88	0.767	4.16131685927815e-13	"5"	"LAMTOR4"
"ZNHIT1"	2.45562060248549e-17	0.264840743619741	0.852	0.689	5.74025872037009e-13	"5"	"ZNHIT1"
"PDAP1"	2.52431152497398e-17	0.280421342879607	0.644	0.465	5.90083062077918e-13	"5"	"PDAP1"
"ANAPC11"	2.59762946580035e-17	0.282070009308937	0.861	0.721	6.0722186392549e-13	"5"	"ANAPC11"
"NMRAL1"	2.61065332261435e-17	0.197194150151635	0.398	0.246	6.1026632069433e-13	"5"	"NMRAL1"
"PODN"	2.69981176537431e-17	-0.466046632798571	0.383	0.518	6.311079982739e-13	"5"	"PODN"
"CD302"	2.70438036866135e-17	-0.425348008214557	0.249	0.401	6.32175954978276e-13	"5"	"CD302"
"CNTN1"	2.70891154750837e-17	0.244847454734577	0.345	0.197	6.33235163345556e-13	"5"	"CNTN1"
"GNG11"	2.86314527102869e-17	-0.439317683723037	0.756	0.793	6.69288838555667e-13	"5"	"GNG11"
"LOXL1"	3.19632149851566e-17	0.318067116713892	0.764	0.594	7.4717211349302e-13	"5"	"LOXL1"
"C12orf75"	4.31368941485111e-17	0.219566886696438	0.564	0.396	1.0083680376156e-12	"5"	"C12orf75"
"NAA10"	4.40674712878372e-17	0.263302291138968	0.587	0.419	1.03012120882448e-12	"5"	"NAA10"
"GPX8"	4.73743056733102e-17	0.296063139376772	0.746	0.576	1.1074217694193e-12	"5"	"GPX8"
"CHCHD5"	4.74611789555422e-17	0.227944655721653	0.501	0.334	1.10945251926475e-12	"5"	"CHCHD5"
"RHOD"	4.890805604422e-17	0.203725953484206	0.326	0.188	1.14327471808969e-12	"5"	"RHOD"
"SLIT2"	5.14006709994263e-17	-0.463767147348463	0.206	0.355	1.20154208528259e-12	"5"	"SLIT2"
"RPL24"	5.46763714394529e-17	0.171516742974968	1	0.996	1.27811485876865e-12	"5"	"RPL24"
"PCOLCE"	5.72864465037695e-17	-0.346985040849253	0.921	0.929	1.33912797347212e-12	"5"	"PCOLCE"
"PTGES3"	5.74113337947578e-17	0.250306079720163	0.89	0.768	1.34204733878626e-12	"5"	"PTGES3"
"ZFAS1"	5.85618103022457e-17	0.290299034408758	0.924	0.85	1.3689408776253e-12	"5"	"ZFAS1"
"TMEM160"	6.79592272872308e-17	0.319345091520747	0.6	0.452	1.58861489706631e-12	"5"	"TMEM160"
"TMEM158"	1.01850378060783e-16	0.192969330501963	0.452	0.278	2.38085443754887e-12	"5"	"TMEM158"
"SSR2"	1.07750021825755e-16	0.2339917742693	0.932	0.869	2.51876451019886e-12	"5"	"SSR2"
"EDNRA"	1.1705406895677e-16	0.271363789759064	0.517	0.355	2.73625591593345e-12	"5"	"EDNRA"
"ENO2"	1.29134437155319e-16	0.21210493422738	0.261	0.14	3.01864660294275e-12	"5"	"ENO2"
"TMEM208"	1.33525722123316e-16	0.243628749312722	0.603	0.432	3.12129728035463e-12	"5"	"TMEM208"
"RABAC1"	1.49899184608939e-16	0.248263406936817	0.946	0.862	3.50404333941855e-12	"5"	"RABAC1"
"PRSS23"	1.54069188867913e-16	0.339058353847412	0.838	0.692	3.60152135897634e-12	"5"	"PRSS23"
"RPS19"	1.61034577524979e-16	0.192163430131488	1	1	3.7643442842239e-12	"5"	"RPS19"
"HEBP2"	1.98375027182536e-16	0.244140569296646	0.551	0.391	4.63721463541896e-12	"5"	"HEBP2"
"POLD4"	2.04105488688965e-16	0.260578835700881	0.68	0.525	4.77116990359325e-12	"5"	"POLD4"
"DCN"	2.10610676653842e-16	-0.375244512002016	1	0.998	4.92323517746021e-12	"5"	"DCN"
"NDUFB11"	2.22050076521793e-16	0.237287430387711	0.861	0.734	5.19064258877344e-12	"5"	"NDUFB11"
"SLC25A6"	2.31451491202272e-16	0.212665338985126	0.98	0.931	5.4104100583443e-12	"5"	"SLC25A6"
"ATPIF1"	2.35930987646145e-16	0.26763123862901	0.865	0.741	5.51512276721629e-12	"5"	"ATPIF1"
"UBE2E3"	2.43078890922626e-16	0.250356879095224	0.644	0.481	5.68221215420731e-12	"5"	"UBE2E3"
"ARMCX6"	2.5518339453166e-16	0.241881516097191	0.389	0.248	5.96516703057208e-12	"5"	"ARMCX6"
"RPL35A"	2.55258435372982e-16	0.167076152735954	1	0.999	5.96692118527882e-12	"5"	"RPL35A"
"MYADM"	2.75372046268952e-16	-0.512358019004135	0.62	0.689	6.43709695358302e-12	"5"	"MYADM"
"ARF5"	2.87987809297063e-16	0.270677085494689	0.68	0.52	6.73200303012815e-12	"5"	"ARF5"
"DBI"	3.16837974138875e-16	0.232744358887211	0.865	0.752	7.40640448347035e-12	"5"	"DBI"
"WNT2"	3.19939906190819e-16	0.232919072424504	0.313	0.179	7.47891524711658e-12	"5"	"WNT2"
"RBMS3"	3.3943177032247e-16	-0.405313506973434	0.312	0.462	7.93455706305806e-12	"5"	"RBMS3"
"TMED3"	3.73034932372381e-16	0.268196027666756	0.658	0.504	8.72006457913677e-12	"5"	"TMED3"
"MT-ND4L"	3.90626921094739e-16	-0.359062328798668	0.567	0.673	9.13129490751061e-12	"5"	"MT-ND4L"
"HSD11B1"	4.02968152602421e-16	-0.464188948191267	0.129	0.275	9.41978353523418e-12	"5"	"HSD11B1"
"C7orf73"	4.15201601786652e-16	0.245453295437686	0.688	0.516	9.70575264336477e-12	"5"	"C7orf73"
"COX6A1"	4.23348890517167e-16	0.246682038798457	0.929	0.861	9.89620366472930e-12	"5"	"COX6A1"
"PRELID1"	4.37529878653365e-16	0.25768517097456	0.77	0.627	1.02276984434011e-11	"5"	"PRELID1"
"LMNA"	4.49594944182828e-16	-0.586906700468913	0.899	0.893	1.05097314152178e-11	"5"	"LMNA"
"NDUFB10"	4.56732612662735e-16	0.255852520220335	0.843	0.701	1.06765815536041e-11	"5"	"NDUFB10"
"RPS15"	4.62809599392742e-16	0.140108515694393	1	1	1.08186371954047e-11	"5"	"RPS15"
"DHRSX"	5.08445731948817e-16	0.211304619087623	0.369	0.228	1.18854274300355e-11	"5"	"DHRSX"
"PAWR"	5.29699497514348e-16	0.243542581724672	0.498	0.339	1.23822554538954e-11	"5"	"PAWR"
"ALDH2"	5.59368784700721e-16	-0.440733323854359	0.361	0.488	1.30758047111641e-11	"5"	"ALDH2"
"FAM50A"	5.71443365664364e-16	0.242236697898624	0.586	0.431	1.33580601157702e-11	"5"	"FAM50A"
"BTG2"	6.38264668235653e-16	-0.77219172191709	0.291	0.426	1.49200748846766e-11	"5"	"BTG2"
"PTGDS"	6.68932462573256e-16	-1.8539423752263	0.605	0.674	1.56369652451124e-11	"5"	"PTGDS"
"SMARCB1"	6.7983084288375e-16	0.230582037449216	0.528	0.359	1.58917257832505e-11	"5"	"SMARCB1"
"SLC19A2"	7.14484593439714e-16	-0.433541801455315	0.131	0.268	1.67017918562468e-11	"5"	"SLC19A2"
"HTATIP2"	7.79348348163443e-16	0.174648628776169	0.29	0.163	1.82180469866687e-11	"5"	"HTATIP2"
"DPCD"	7.86084497393106e-16	0.187794052195286	0.361	0.22	1.83755112110612e-11	"5"	"DPCD"
"FOXO1"	7.86434634446769e-16	0.238806470657078	0.483	0.323	1.83836960148277e-11	"5"	"FOXO1"
"GNAI2"	8.01821167240446e-16	0.23555555906571	0.661	0.487	1.87433716054127e-11	"5"	"GNAI2"
"RPS21"	8.40768165122434e-16	0.190966989706779	0.992	0.975	1.9653796627902e-11	"5"	"RPS21"
"MT1X"	9.06869734952251e-16	-0.117038595036726	0.94	0.787	2.11989869242438e-11	"5"	"MT1X"
"DOCK5"	9.11719909020703e-16	0.1548911639648	0.271	0.144	2.13123645932679e-11	"5"	"DOCK5"
"COL8A2"	9.45746050376672e-16	0.197920629389593	0.411	0.255	2.21077596736051e-11	"5"	"COL8A2"
"SLC25A37"	9.93741182293746e-16	0.24201250364842	0.452	0.299	2.32296938772986e-11	"5"	"SLC25A37"
"FUCA1"	1.06631202171197e-15	0.20937510512836	0.315	0.184	2.4926109819539e-11	"5"	"FUCA1"
"RPS29"	1.12828201456993e-15	0.14277625004287	0.998	0.999	2.63747203725867e-11	"5"	"RPS29"
"HIST1H2BK"	1.28009059014465e-15	0.187944807016817	0.405	0.249	2.99233976352212e-11	"5"	"HIST1H2BK"
"RP11-572C15.6"	1.31726166208245e-15	-0.532461756388952	0.403	0.523	3.07923086128392e-11	"5"	"RP11-572C15.6"
"HIGD2A"	1.37612298595674e-15	0.245007719338183	0.762	0.615	3.21682509197247e-11	"5"	"HIGD2A"
"COX7A2L"	1.39183680913316e-15	0.248534539034658	0.816	0.643	3.25355772502967e-11	"5"	"COX7A2L"
"PLOD2"	1.64411612319787e-15	0.258272671432201	0.635	0.462	3.84328584958734e-11	"5"	"PLOD2"
"PTGIS"	1.67324527325602e-15	-0.404836662951649	0.145	0.283	3.91137815076328e-11	"5"	"PTGIS"
"UBL5"	1.9385461653225e-15	0.214500081381694	0.965	0.913	4.53154551605788e-11	"5"	"UBL5"
"NDUFB4"	1.94445041147835e-15	0.230664969784747	0.913	0.824	4.54534728187178e-11	"5"	"NDUFB4"
"OLFML3"	2.04483132725346e-15	-0.493525680849167	0.661	0.727	4.77999771058769e-11	"5"	"OLFML3"
"AK2"	2.16884272763049e-15	0.224850750225657	0.518	0.358	5.06988676010904e-11	"5"	"AK2"
"CLIC4"	2.46845047657351e-15	0.244978080140162	0.732	0.557	5.77024983403823e-11	"5"	"CLIC4"
"HNRNPA2B1"	2.50651711226672e-15	-0.25748338799823	0.906	0.922	5.85923440163468e-11	"5"	"HNRNPA2B1"
"RNF187"	2.5214206161664e-15	0.245946557823618	0.526	0.373	5.89407283235058e-11	"5"	"RNF187"
"LAMA2"	3.17000007650025e-15	-0.452506795356399	0.233	0.372	7.410192178827e-11	"5"	"LAMA2"
"EDIL3"	3.42814734828903e-15	0.201879337342148	0.556	0.37	8.01363724136043e-11	"5"	"EDIL3"
"MRPL17"	3.56247083673189e-15	0.222132804877732	0.436	0.291	8.32763182794447e-11	"5"	"MRPL17"
"NFKBIA"	3.76422248264751e-15	-0.495007348041316	0.765	0.797	8.79924647543682e-11	"5"	"NFKBIA"
"SCCPDH"	3.85174988542912e-15	0.226524170941848	0.433	0.292	9.0038505321791e-11	"5"	"SCCPDH"
"NDUFA2"	3.99833072212234e-15	0.23636337175758	0.794	0.634	9.34649789603318e-11	"5"	"NDUFA2"
"TIMM13"	4.13115534190868e-15	0.256123304373156	0.712	0.549	9.65698872724573e-11	"5"	"TIMM13"
"SMYD3"	4.13371730011317e-15	0.258666987809438	0.329	0.201	9.66297756074454e-11	"5"	"SMYD3"
"STOM"	4.34579520779091e-15	-0.410348176058649	0.387	0.512	1.0158730877732e-10	"5"	"STOM"
"TIMM17B"	4.41873828137165e-15	0.198708178625158	0.408	0.263	1.03292426065344e-10	"5"	"TIMM17B"
"AURKAIP1"	4.6567790646278e-15	0.250729938319226	0.718	0.569	1.08856867414739e-10	"5"	"AURKAIP1"
"AGTRAP"	4.7790399578671e-15	0.219336524366145	0.438	0.295	1.11714838055101e-10	"5"	"AGTRAP"
"FTSJ1"	4.78750710054706e-15	0.178007411545215	0.26	0.144	1.11912765982388e-10	"5"	"FTSJ1"
"CAV2"	5.17200365383414e-15	0.221216350577105	0.62	0.446	1.20900757412027e-10	"5"	"CAV2"
"CLIC1"	5.22609959518034e-15	0.234854007762918	0.937	0.844	1.22165304136936e-10	"5"	"CLIC1"
"TIMM10"	5.4824034557442e-15	0.203802870427223	0.457	0.304	1.28156663181476e-10	"5"	"TIMM10"
"PRNP"	5.77846724200743e-15	-0.390921784338312	0.485	0.592	1.35077450249166e-10	"5"	"PRNP"
"SLC44A1"	5.80225428224572e-15	0.266878254142808	0.765	0.615	1.35633496101776e-10	"5"	"SLC44A1"
"POLR2L"	5.97004248312279e-15	0.268970549150588	0.948	0.888	1.39555713085478e-10	"5"	"POLR2L"
"MARCKS"	6.08176228906912e-15	0.233239843430416	0.883	0.742	1.4216727526928e-10	"5"	"MARCKS"
"RPS27A"	6.17605379032826e-15	0.162829227000801	1	0.997	1.44371433402713e-10	"5"	"RPS27A"
"ACADVL"	6.22271915140178e-15	-0.359780470563947	0.493	0.599	1.45462282883168e-10	"5"	"ACADVL"
"ANXA5"	6.47469868827965e-15	-0.294208489981237	0.896	0.923	1.51352556537225e-10	"5"	"ANXA5"
"PIM1"	7.21313094574678e-15	-0.459483329938011	0.178	0.314	1.68614148987777e-10	"5"	"PIM1"
"COL6A1"	7.43481952306204e-15	-0.448824890205507	0.921	0.917	1.73796341171098e-10	"5"	"COL6A1"
"PHB"	7.97308152086132e-15	0.242154988883224	0.635	0.479	1.86378753631654e-10	"5"	"PHB"
"SEC62"	9.12834697820527e-15	-0.29890866576029	0.913	0.929	2.13384238962526e-10	"5"	"SEC62"
"SSU72"	1.19553352420551e-14	0.23319098729389	0.726	0.589	2.79467916618279e-10	"5"	"SSU72"
"PTPRF"	1.20292416049677e-14	0.188059377939619	0.269	0.153	2.81195551757725e-10	"5"	"PTPRF"
"SLC38A5"	1.28622500493947e-14	0.189022360159982	0.269	0.152	3.00667957154649e-10	"5"	"SLC38A5"
"CETN2"	1.30331027077051e-14	0.262785646999755	0.657	0.505	3.04661808895314e-10	"5"	"CETN2"
"ATP6V1F"	1.34945869597273e-14	0.243155846814947	0.835	0.679	3.15449464770584e-10	"5"	"ATP6V1F"
"ARL3"	1.47753365341185e-14	0.218933797051152	0.562	0.402	3.45388266821553e-10	"5"	"ARL3"
"FUS"	1.5221195115544e-14	-0.311076497419317	0.68	0.754	3.55810657020956e-10	"5"	"FUS"
"LAMTOR2"	1.62422020449585e-14	0.229540048771104	0.652	0.506	3.7967771500295e-10	"5"	"LAMTOR2"
"PSMA7"	1.81882481860507e-14	0.244987161636212	0.912	0.831	4.25168489597122e-10	"5"	"PSMA7"
"POLR2G"	1.84950214614449e-14	0.239381064463548	0.635	0.488	4.32339621682735e-10	"5"	"POLR2G"
"CRELD1"	1.92817124773553e-14	0.185333026861468	0.354	0.219	4.50729310870658e-10	"5"	"CRELD1"
"SNRPD2"	1.99766926131942e-14	0.208431491175737	0.956	0.885	4.66975166526028e-10	"5"	"SNRPD2"
"SAT1"	2.24767724043332e-14	0.148240538251322	0.967	0.884	5.25417031723693e-10	"5"	"SAT1"
"WIPF1"	2.27051103922364e-14	0.217032392205464	0.479	0.326	5.30754660528918e-10	"5"	"WIPF1"
"ANXA11"	2.442460756343e-14	0.243193455838106	0.728	0.593	5.70949626402739e-10	"5"	"ANXA11"
"C9orf16"	2.61232240636102e-14	0.227430107682029	0.824	0.684	6.10656485710953e-10	"5"	"C9orf16"
"WNT5A"	2.81450538884479e-14	0.284566054662944	0.293	0.167	6.57918779696359e-10	"5"	"WNT5A"
"SLIT3"	3.0512166167935e-14	-0.432303335772402	0.169	0.298	7.13252396341649e-10	"5"	"SLIT3"
"TCF21"	3.08069594317437e-14	-0.50060787305553	0.296	0.422	7.20143483676441e-10	"5"	"TCF21"
"METTL7A"	3.0979893845749e-14	-0.482187601387047	0.367	0.481	7.24185998538229e-10	"5"	"METTL7A"
"SMAP1"	3.22401952634288e-14	0.219495643733002	0.435	0.295	7.53646804477911e-10	"5"	"SMAP1"
"GPR124"	3.28236263871163e-14	-0.332849969730235	0.213	0.353	7.67285090425231e-10	"5"	"GPR124"
"NEGR1"	3.36294808744168e-14	-0.409104678060176	0.178	0.313	7.86122744920368e-10	"5"	"NEGR1"
"ATP5I"	3.5939774014755e-14	0.215980922521423	0.973	0.904	8.40128157368913e-10	"5"	"ATP5I"
"GNB2"	3.60018902022103e-14	0.224331193768322	0.723	0.569	8.41580185366869e-10	"5"	"GNB2"
"C10orf10"	3.63809708788543e-14	0.29760546707104	0.646	0.496	8.50441575264099e-10	"5"	"C10orf10"
"RUNX2"	3.65866650015063e-14	0.206629280909319	0.466	0.311	8.5524988107521e-10	"5"	"RUNX2"
"GAS6"	3.73094001323426e-14	-0.429153790942655	0.688	0.759	8.72144537493641e-10	"5"	"GAS6"
"CD82"	3.78858045420579e-14	0.172402968606761	0.287	0.165	8.85618566975146e-10	"5"	"CD82"
"CHD9"	3.82390142804508e-14	-0.338338776029806	0.424	0.554	8.93875197819818e-10	"5"	"CHD9"
"MMP14"	3.89789972429888e-14	0.030474154747103	0.907	0.743	9.11173039552106e-10	"5"	"MMP14"
"SSR4"	4.16390918666246e-14	0.188061802606152	0.972	0.905	9.73355411474218e-10	"5"	"SSR4"
"RARRES1"	4.28791362062933e-14	-0.761512799680315	0.409	0.529	1.00234268795831e-09	"5"	"RARRES1"
"ERP44"	4.43008140231156e-14	-0.307769840695525	0.373	0.493	1.03557582860435e-09	"5"	"ERP44"
"TXNL4A"	4.61700176305353e-14	0.214990843480606	0.455	0.314	1.07927033213139e-09	"5"	"TXNL4A"
"BAD"	4.80594223826669e-14	0.228339921452998	0.559	0.415	1.12343705761722e-09	"5"	"BAD"
"ATP6V0B"	4.87434200494103e-14	0.233875385691773	0.735	0.586	1.13942618707502e-09	"5"	"ATP6V0B"
"EIF6"	5.14073889290037e-14	0.223533385488049	0.663	0.518	1.20169912360439e-09	"5"	"EIF6"
"RPL13"	5.24588301389595e-14	0.123759244812573	1	1	1.22627761332832e-09	"5"	"RPL13"
"CSTB"	5.33012335509204e-14	0.227522301364875	0.948	0.859	1.24596963548632e-09	"5"	"CSTB"
"CDC42EP3"	5.38109351518606e-14	0.248299588714015	0.487	0.335	1.25788442010989e-09	"5"	"CDC42EP3"
"LAMB1"	5.78395118021274e-14	-0.46278666105367	0.528	0.617	1.35205642788653e-09	"5"	"LAMB1"
"PTP4A1"	5.86045597359628e-14	0.189369542658013	0.509	0.352	1.36994018838787e-09	"5"	"PTP4A1"
"SEC11C"	5.99507136145335e-14	0.177671756795623	0.383	0.244	1.40140788145333e-09	"5"	"SEC11C"
"SLC50A1"	6.21911703410448e-14	0.184556875085831	0.302	0.181	1.45378079789226e-09	"5"	"SLC50A1"
"ABL2"	6.98944201617445e-14	-0.536468962096219	0.265	0.386	1.63385196570094e-09	"5"	"ABL2"
"NKD2"	7.60637204794197e-14	0.192626331930523	0.381	0.241	1.77806552992691e-09	"5"	"NKD2"
"LYZ"	8.29679912623713e-14	0.459250460981102	0.531	0.397	1.93945976374919e-09	"5"	"LYZ"
"RPS10"	9.03950851554039e-14	0.186891865889215	0.998	0.974	2.11307551059272e-09	"5"	"RPS10"
"ADAM12"	9.17094556370424e-14	0.198717673251284	0.422	0.274	2.1438002349715e-09	"5"	"ADAM12"
"STEAP1"	9.71408375391822e-14	-0.405906198324641	0.323	0.451	2.27076421831592e-09	"5"	"STEAP1"
"CDH11"	9.74601386960484e-14	0.211961334466277	0.794	0.641	2.27822820215883e-09	"5"	"CDH11"
"GSTM3"	9.88913667197886e-14	-0.409713610817418	0.454	0.556	2.31168458844178e-09	"5"	"GSTM3"
"RPSA"	1.04501112800622e-13	0.204363167719032	0.984	0.962	2.44281801282733e-09	"5"	"RPSA"
"ZNF580"	1.17175631872289e-13	0.216266531394098	0.417	0.284	2.73909757064664e-09	"5"	"ZNF580"
"PPP1R15A"	1.1773553481307e-13	0.385521141421208	0.635	0.483	2.75218586179034e-09	"5"	"PPP1R15A"
"APOE"	1.35727892162844e-13	-1.36634864121994	0.699	0.706	3.17277520719865e-09	"5"	"APOE"
"MINOS1"	1.53211697488541e-13	0.235415430981566	0.915	0.837	3.58147664049212e-09	"5"	"MINOS1"
"EIF1"	1.58675037454008e-13	0.15165406646952	0.998	0.993	3.7091876755249e-09	"5"	"EIF1"
"RNF181"	1.67944074470983e-13	0.222893277637422	0.767	0.606	3.9258606848337e-09	"5"	"RNF181"
"MRPL27"	1.67960631650647e-13	0.223542712438971	0.609	0.463	3.92624772546552e-09	"5"	"MRPL27"
"MYLK"	1.72502446137304e-13	0.245500353441833	0.668	0.501	4.03241718090561e-09	"5"	"MYLK"
"NDUFS6"	1.78170146229354e-13	0.224356489967581	0.767	0.631	4.16490533825737e-09	"5"	"NDUFS6"
"C19orf53"	1.88469419189879e-13	0.211577028861897	0.915	0.825	4.40566114298261e-09	"5"	"C19orf53"
"RNASET2"	2.02535415042764e-13	0.204766999361274	0.512	0.362	4.73446786203966e-09	"5"	"RNASET2"
"SNAPIN"	2.15053352699241e-13	0.170466080886344	0.376	0.244	5.02708717269745e-09	"5"	"SNAPIN"
"NUDT2"	2.60810602845573e-13	0.176294285944332	0.339	0.21	6.09670865211811e-09	"5"	"NUDT2"
"PLBD1"	2.88648697061366e-13	-0.325533510435451	0.178	0.303	6.7474519425065e-09	"5"	"PLBD1"
"CNN2"	2.9480867329326e-13	0.214878583566855	0.764	0.609	6.89144754690325e-09	"5"	"CNN2"
"NUAK1"	3.00633597731567e-13	0.242210307383508	0.381	0.246	7.0276109805731e-09	"5"	"NUAK1"
"PMVK"	3.05814299200863e-13	0.189377433045402	0.441	0.302	7.14871505811938e-09	"5"	"PMVK"
"TSR3"	3.10505947963784e-13	0.168609545620318	0.296	0.178	7.25838703960142e-09	"5"	"TSR3"
"CYBRD1"	3.13498624892117e-13	-0.365747339634545	0.742	0.781	7.32834385547812e-09	"5"	"CYBRD1"
"INHBA"	3.24175668903279e-13	0.0296015305416693	0.844	0.613	7.57793043628305e-09	"5"	"INHBA"
"MRPL14"	3.2907170683948e-13	0.200597406622228	0.543	0.398	7.69238021907968e-09	"5"	"MRPL14"
"THBS4"	3.30894944355499e-13	-0.933096364760071	0.137	0.261	7.73500021925413e-09	"5"	"THBS4"
"LSM2"	3.44804727477794e-13	0.22557648518453	0.557	0.424	8.06015530952092e-09	"5"	"LSM2"
"P4HA1"	3.53749129904761e-13	0.269959322833042	0.548	0.408	8.26923966065369e-09	"5"	"P4HA1"
"VCAN"	4.01668322636788e-13	0.199247211233376	0.959	0.843	9.38939870995755e-09	"5"	"VCAN"
"MCTS1"	4.43253545681325e-13	0.209474829900178	0.49	0.351	1.03614948838467e-08	"5"	"MCTS1"
"MRPS34"	5.24422856558131e-13	0.204377014255853	0.531	0.392	1.22589086949029e-08	"5"	"MRPS34"
"APOPT1"	5.28260050169942e-13	0.209487968698531	0.458	0.32	1.23486069327726e-08	"5"	"APOPT1"
"STAT3"	5.83250033120689e-13	-0.336486119167589	0.518	0.622	1.36340527742292e-08	"5"	"STAT3"
"ENAH"	6.01459656522541e-13	0.200193014280602	0.524	0.372	1.40597209308709e-08	"5"	"ENAH"
"SUMO3"	6.0808992545667e-13	0.22181394218008	0.696	0.563	1.42147100974751e-08	"5"	"SUMO3"
"BCAP31"	6.0823727234077e-13	0.237704065869665	0.679	0.549	1.42181544782378e-08	"5"	"BCAP31"
"RPL22"	6.25637834082003e-13	0.158007832904808	1	0.993	1.46249100095009e-08	"5"	"RPL22"
"NUDT22"	6.36289721445408e-13	0.168181197804689	0.345	0.219	1.48739085285079e-08	"5"	"NUDT22"
"CIB1"	6.38854636171531e-13	0.230408721513733	0.737	0.593	1.49338659751457e-08	"5"	"CIB1"
"COX7A1"	6.59095685448249e-13	0.23877021372999	0.846	0.717	1.54070207430383e-08	"5"	"COX7A1"
"CD52"	7.32939858557899e-13	-0.330328184929753	0.258	0.39	1.71332021336494e-08	"5"	"CD52"
"AKR7A2"	9.79731307456943e-13	0.228931013116537	0.539	0.402	2.29021990431135e-08	"5"	"AKR7A2"
"JUP"	1.00187419144654e-12	0.17611410217604	0.263	0.155	2.34198110992544e-08	"5"	"JUP"
"PALLD"	1.00455156834826e-12	0.215833515786648	0.906	0.798	2.34823974617089e-08	"5"	"PALLD"
"CSRNP1"	1.10585086015995e-12	-0.359680891571098	0.154	0.273	2.5850369707099e-08	"5"	"CSRNP1"
"FRZB"	1.12722813079798e-12	-0.646801206130763	0.523	0.576	2.63500847855336e-08	"5"	"FRZB"
"YBX3"	1.23107752949269e-12	-0.31807530124975	0.726	0.767	2.87776683294211e-08	"5"	"YBX3"
"NEK6"	1.2434671003023e-12	0.171142607319508	0.315	0.199	2.90672869366667e-08	"5"	"NEK6"
"GCC2"	1.42516889256766e-12	-0.303755679849931	0.389	0.517	3.33147480326617e-08	"5"	"GCC2"
"COMT"	1.5041576978677e-12	0.187839520100207	0.693	0.53	3.51611903453554e-08	"5"	"COMT"
"FKBP10"	1.53445698568975e-12	0.225789607857027	0.754	0.624	3.58694664974835e-08	"5"	"FKBP10"
"COA1"	1.60221950755377e-12	0.187212664604171	0.317	0.201	3.74534832085769e-08	"5"	"COA1"
"TAGLN"	1.65058392459298e-12	0.382216016145343	0.97	0.902	3.85840498212855e-08	"5"	"TAGLN"
"AKAP12"	1.67705241301232e-12	-0.41421552974003	0.512	0.604	3.92027772065759e-08	"5"	"AKAP12"
"SNX7"	1.69199886041779e-12	0.166677173835138	0.315	0.198	3.95521653611263e-08	"5"	"SNX7"
"RWDD1"	1.87338694952102e-12	0.236309122284059	0.863	0.731	4.37922933320034e-08	"5"	"RWDD1"
"NPC2"	2.16830932946147e-12	-0.333640828534111	0.917	0.909	5.06863988854913e-08	"5"	"NPC2"
"ZFP36L2"	2.26621532154101e-12	-0.387462905005043	0.808	0.841	5.29750493563426e-08	"5"	"ZFP36L2"
"TP53I3"	2.30207475992e-12	0.174580217820128	0.416	0.28	5.38132995878899e-08	"5"	"TP53I3"
"CNPY2"	2.37217295178846e-12	0.214739011742686	0.712	0.571	5.5451914921007e-08	"5"	"CNPY2"
"COX5A"	2.40754019920808e-12	0.217496159107498	0.734	0.579	5.62786596966881e-08	"5"	"COX5A"
"PLTP"	2.47907577828404e-12	-0.459551850302958	0.479	0.569	5.79508753931677e-08	"5"	"PLTP"
"EIF4A1"	2.48763443369031e-12	-0.345485387103384	0.954	0.936	5.81509425219447e-08	"5"	"EIF4A1"
"VDAC1"	2.52250336388296e-12	0.239459578785284	0.721	0.574	5.89660386341281e-08	"5"	"VDAC1"
"TPT1"	2.56280914354184e-12	0.108422890444602	1	1	5.99082265394341e-08	"5"	"TPT1"
"YIF1A"	2.65546740971504e-12	0.219750335078253	0.71	0.557	6.20742061694988e-08	"5"	"YIF1A"
"C1QTNF1"	2.68028879375141e-12	0.197936646008054	0.362	0.239	6.2654430842733e-08	"5"	"C1QTNF1"
"OAF"	2.89179379062613e-12	-0.389935901483724	0.274	0.39	6.75985716496765e-08	"5"	"OAF"
"PYCR1"	3.05460938345834e-12	0.212441293731204	0.357	0.242	7.14045489477223e-08	"5"	"PYCR1"
"MAFF"	3.31261623366575e-12	-0.384832053735992	0.14	0.255	7.74357170781706e-08	"5"	"MAFF"
"CPXM1"	3.32088946184184e-12	-0.352191885767706	0.231	0.348	7.76291120600149e-08	"5"	"CPXM1"
"CDKN1C"	3.5993892786722e-12	0.14492928669712	0.438	0.291	8.41393237782414e-08	"5"	"CDKN1C"
"SNORD3A"	3.93671045346829e-12	-0.370332243440423	0.216	0.338	9.20245435602746e-08	"5"	"SNORD3A"
"IGLL5"	4.16347650526566e-12	-0.909508572943695	0.331	0.412	9.732542678709e-08	"5"	"IGLL5"
